67 113 1 0 4 0 
5444 113 0 0 0 0 
5455 108 1818326622 0 1818325851 0 
5456 108 1534288236 0 1818326622 0 
296 108 1818325851 0 1818326622 0 
5455 108 1818326622 0 1818325851 0 
5456 108 1534288236 0 1818326622 0 
297 108 1534288236 0 1818326622 0 
5455 108 1818326622 0 1818325849 0 
5456 108 1500733804 0 1818326622 0 
298 108 1818325849 0 1818326622 0 
5455 108 1818326622 0 1818325849 0 
5456 108 1500733804 0 1818326622 0 
299 108 1500733804 0 1818326622 0 
5455 108 0 0 1818325847 0 
5456 108 1467179372 0 0 0 
300 108 1818325847 0 0 0 
5455 108 0 0 1818325847 0 
5456 108 1467179372 0 0 0 
301 108 1467179372 0 0 0 
5455 108 0 0 1818325845 0 
5456 108 1433624940 0 0 0 
302 108 1818325845 0 0 0 
5455 108 0 0 1818325845 0 
5456 108 1433624940 0 0 0 
303 108 1433624940 0 0 0 
5455 108 0 0 1818325843 0 
5456 108 1400070508 0 0 0 
304 108 1818325843 0 0 0 
5455 108 0 0 1818325843 0 
5456 108 1400070508 0 0 0 
305 108 1400070508 0 0 0 
5455 108 0 0 1818325841 0 
5456 108 1366516076 0 0 0 
306 108 1818325841 0 0 0 
5455 108 0 0 1818325841 0 
5456 108 1366516076 0 0 0 
307 108 1366516076 0 0 0 
5455 108 0 0 1818325839 0 
5456 108 1332961644 0 0 0 
308 108 1818325839 0 0 0 
5455 108 0 0 1818325839 0 
5456 108 1332961644 0 0 0 
309 108 1332961644 0 0 0 
5455 108 0 0 1818325837 0 
5456 108 1299407212 0 0 0 
310 108 1818325837 0 0 0 
5455 108 0 0 1818325837 0 
5456 108 1299407212 0 0 0 
311 108 1299407212 0 0 0 
5455 108 0 0 1818325835 0 
5456 108 1265852780 0 0 0 
312 108 1818325835 0 0 0 
5455 108 0 0 1818325835 0 
5456 108 1265852780 0 0 0 
313 108 1265852780 0 0 0 
5455 108 0 0 1818325833 0 
5456 108 1232298348 0 0 0 
314 108 1818325833 0 0 0 
5455 108 0 0 1818325833 0 
5456 108 1232298348 0 0 0 
315 108 1232298348 0 0 0 
5455 108 1818326622 0 1818325827 0 
5456 108 1131635052 0 1818326622 0 
316 108 1818325827 0 1818326622 0 
5455 108 1818326622 0 1818325827 0 
5456 108 1131635052 0 1818326622 0 
317 108 1131635052 0 1818326622 0 
5455 108 1818326622 0 1818325821 0 
5456 108 1030971756 0 1818326622 0 
318 108 1818325821 0 1818326622 0 
5455 108 1818326622 0 1818325821 0 
5456 108 1030971756 0 1818326622 0 
319 108 1030971756 0 1818326622 0 
5455 108 1818326622 0 1818325820 0 
5456 108 1014194540 0 1818326622 0 
320 108 1818325820 0 1818326622 0 
5455 108 1818326622 0 1818325820 0 
5456 108 1014194540 0 1818326622 0 
321 108 1014194540 0 1818326622 0 
5455 108 1818326622 0 1818325819 0 
5456 108 997417324 0 1818326622 0 
322 108 1818325819 0 1818326622 0 
5455 108 1818326622 0 1818325819 0 
5456 108 997417324 0 1818326622 0 
323 108 997417324 0 1818326622 0 
5455 108 1818326622 0 1818326071 0 
5456 108 930373996 0 1818326622 0 
3923 108 1818326071 0 1818326622 0 
5455 108 1818326622 0 1818326071 0 
5456 108 930373996 0 1818326622 0 
3924 108 930373996 0 1818326622 0 
5455 108 0 0 1818326069 0 
5456 108 896819564 0 0 0 
3925 108 1818326069 0 0 0 
5455 108 0 0 1818326069 0 
5456 108 896819564 0 0 0 
3926 108 896819564 0 0 0 
5455 108 0 0 1818326067 0 
5456 108 863265132 0 0 0 
3927 108 1818326067 0 0 0 
5455 108 0 0 1818326067 0 
5456 108 863265132 0 0 0 
3928 108 863265132 0 0 0 
5455 108 0 0 1818326065 0 
5456 108 829710700 0 0 0 
3929 108 1818326065 0 0 0 
5455 108 0 0 1818326065 0 
5456 108 829710700 0 0 0 
3930 108 829710700 0 0 0 
5455 108 0 0 1818326063 0 
5456 108 796156268 0 0 0 
3931 108 1818326063 0 0 0 
5455 108 0 0 1818326063 0 
5456 108 796156268 0 0 0 
3932 108 796156268 0 0 0 
5455 108 0 0 1818326059 0 
5456 108 729047404 0 0 0 
3933 108 1818326059 0 0 0 
5455 108 0 0 1818326059 0 
5456 108 729047404 0 0 0 
3934 108 729047404 0 0 0 
5455 108 1818326622 0 1818326053 0 
5456 108 628384108 0 1818326622 0 
3935 108 1818326053 0 1818326622 0 
5455 108 1818326622 0 1818326053 0 
5456 108 628384108 0 1818326622 0 
3936 108 628384108 0 1818326622 0 
5455 108 1818326622 0 1818326052 0 
5456 108 611606892 0 1818326622 0 
3937 108 1818326052 0 1818326622 0 
5455 108 1818326622 0 1818326052 0 
5456 108 611606892 0 1818326622 0 
3938 108 611606892 0 1818326622 0 
5455 108 1818326622 0 1818326049 0 
5456 108 561275244 0 1818326622 0 
3939 108 1818326049 0 1818326622 0 
5455 108 1818326622 0 1818326049 0 
5456 108 561275244 0 1818326622 0 
3940 108 561275244 0 1818326622 0 
5455 108 1818326622 0 1818326043 0 
5456 108 460611948 0 1818326622 0 
3941 108 1818326043 0 1818326622 0 
5455 108 1818326622 0 1818326043 0 
5456 108 460611948 0 1818326622 0 
3942 108 460611948 0 1818326622 0 
5455 108 1818326622 0 1818326042 0 
5456 108 443834732 0 1818326622 0 
3943 108 1818326042 0 1818326622 0 
5455 108 1818326622 0 1818326042 0 
5456 108 443834732 0 1818326622 0 
3944 108 443834732 0 1818326622 0 
5455 108 1818326622 0 1818326041 0 
5456 108 427057516 0 1818326622 0 
3945 108 1818326041 0 1818326622 0 
5455 108 1818326622 0 1818326041 0 
5456 108 427057516 0 1818326622 0 
3946 108 427057516 0 1818326622 0 
5455 108 1818326622 0 1818325812 0 
5456 108 879976812 0 1818326622 0 
3953 108 1818325812 0 1818326622 0 
5455 108 1818326622 0 1818325812 0 
5456 108 879976812 0 1818326622 0 
3970 108 879976812 0 1818326622 0 
5455 108 0 0 1818325810 0 
5456 108 846422380 0 0 0 
3954 108 1818325810 0 0 0 
5455 108 0 0 1818325810 0 
5456 108 846422380 0 0 0 
3969 108 846422380 0 0 0 
5455 108 0 0 1818325808 0 
5456 108 812867948 0 0 0 
3955 108 1818325808 0 0 0 
5455 108 0 0 1818325808 0 
5456 108 812867948 0 0 0 
3968 108 812867948 0 0 0 
5455 108 1818326622 0 1818325794 0 
5456 108 577986924 0 1818326622 0 
3956 108 1818325794 0 1818326622 0 
5455 108 1818326622 0 1818325794 0 
5456 108 577986924 0 1818326622 0 
3967 108 577986924 0 1818326622 0 
5455 108 1818326622 0 1818325793 0 
5456 108 561209708 0 1818326622 0 
3957 108 1818325793 0 1818326622 0 
5455 108 1818326622 0 1818325793 0 
5456 108 561209708 0 1818326622 0 
3966 108 561209708 0 1818326622 0 
5455 108 1818326622 0 1818325790 0 
5456 108 510878060 0 1818326622 0 
3958 108 1818325790 0 1818326622 0 
5455 108 1818326622 0 1818325790 0 
5456 108 510878060 0 1818326622 0 
3965 108 510878060 0 1818326622 0 
5455 108 1818326622 0 1818325784 0 
5456 108 410214764 0 1818326622 0 
3959 108 1818325784 0 1818326622 0 
5455 108 1818326622 0 1818325784 0 
5456 108 410214764 0 1818326622 0 
3964 108 410214764 0 1818326622 0 
5455 108 1818326622 0 1818325783 0 
5456 108 393437548 0 1818326622 0 
3960 108 1818325783 0 1818326622 0 
5455 108 1818326622 0 1818325783 0 
5456 108 393437548 0 1818326622 0 
3963 108 393437548 0 1818326622 0 
5455 108 1818326622 0 1818325782 0 
5456 108 376660332 0 1818326622 0 
3961 108 1818325782 0 1818326622 0 
5455 108 1818326622 0 1818325782 0 
5456 108 376660332 0 1818326622 0 
3962 108 376660332 0 1818326622 0 
