2478 113 6 0 46 0 
5458 108 18446744073709551615 0 100 0 
5459 108 100 0 100 0 
5458 108 18446744073709551615 0 4294967295 0 
5463 108 3 0 2 0 
5432 98 0 0 36026144626216960 0 
5431 113 4095 0 4096 0 
5436 108 1651859820 0 0 0 
5437 108 1818326370 0 0 0 
5438 108 1818326370 0 0 0 
5439 108 1651859820 0 0 0 
5440 108 1685414252 0 0 0 
5441 108 1818326372 0 0 0 
5442 108 1818326372 0 0 0 
5443 108 1685414252 0 0 0 
94 98 0 0 9222693024310493441 0 
5455 108 0 0 1818326104 0 
5456 108 1484022124 0 0 0 
112 108 1818326104 0 0 0 
5455 108 0 0 1818326104 0 
5456 108 1484022124 0 0 0 
113 108 1484022124 0 0 0 
5455 108 1818326622 0 1818326624 0 
5456 108 1618370924 0 1818326622 0 
114 108 1818326624 0 1818326622 0 
5455 108 1818326622 0 1818326624 0 
5456 108 1618370924 0 1818326622 0 
115 108 1618370924 0 1818326622 0 
67 113 1 0 4096 0 
95 98 10 0 4776430524654777950 0 
96 113 0 0 140727127446152 0 
5455 108 2524007982 0 1818326099 0 
5456 108 1400136044 0 2524007982 0 
117 108 1818326099 0 2524007982 0 
5455 108 2524007982 0 1818326099 0 
5456 108 1400136044 0 2524007982 0 
118 108 1400136044 0 2524007982 0 
5455 108 0 0 1818326390 0 
5456 108 1987404140 0 0 0 
119 108 1818326390 0 0 0 
5455 108 0 0 1818326390 0 
5456 108 1987404140 0 0 0 
120 108 1987404140 0 0 0 
5455 108 1818326622 0 1818326403 0 
5456 108 2205507948 0 1818326622 0 
121 108 1818326403 0 1818326622 0 
5455 108 1818326622 0 1818326403 0 
5456 108 2205507948 0 1818326622 0 
122 108 18446744071620092268 0 1818326622 0 
123 108 4 0 0 0 
161 113 3 0 4096 2 
97 113 3 0 4 0 
5455 108 0 0 1818326347 0 
5456 108 1265983852 0 0 0 
99 108 1818326347 0 0 0 
5455 108 0 0 1818326347 0 
5456 108 1265983852 0 0 0 
100 108 1265983852 0 0 0 
5455 108 0 0 1818326349 0 
5456 108 1299538284 0 0 0 
101 108 1818326349 0 0 0 
5455 108 0 0 1818326349 0 
5456 108 1299538284 0 0 0 
102 108 1299538284 0 0 0 
5455 108 0 0 1818326351 0 
5456 108 1333092716 0 0 0 
103 108 1818326351 0 0 0 
5455 108 0 0 1818326351 0 
5456 108 1333092716 0 0 0 
104 108 1333092716 0 0 0 
5455 108 2524007982 0 1818326098 0 
5456 108 1383358828 0 2524007982 0 
105 108 1818326098 0 2524007982 0 
5455 108 2524007982 0 1818326098 0 
5456 108 1383358828 0 2524007982 0 
106 108 1383358828 0 2524007982 0 
5455 108 1818326622 0 1818326239 0 
5456 108 3748946284 0 1818326622 0 
107 108 1818326239 0 1818326622 0 
5455 108 1818326622 0 1818326239 0 
5456 108 3748946284 0 1818326622 0 
108 108 18446744073163530604 0 1818326622 0 
5455 108 1112099393 0 1818326341 0 
5456 108 1165320556 0 1112099393 0 
109 108 1818326341 0 1112099393 0 
5455 108 1112099393 0 1818326341 0 
5456 108 1165320556 0 1112099393 0 
110 108 1165320556 0 1112099393 0 
